IncidenceEOS,Cost,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,QALY,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,LY,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,ICER ($/QALY),Categorical Risk Assessment,NSC,Enhanced Clinical Observation
1.3019999999999998,,4512.637083242878,3844.453828424941,3908.1535061289087,,29.07230092151528,29.07615805756864,29.077412348777592,,0.9999493215127971,0.999949321512797,0.9999493215127971,,Strongly Dominated (Baseline),Cost Saving,50785.397561079
1.3399999999999999,,4529.598303716595,3861.415048898658,3925.1147266026255,,29.072255943116645,29.076113079170014,29.07736737037896,,0.9999478451218786,0.9999478451218784,0.9999478451218785,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
1.378,,4546.559524190313,3878.3762693723756,3942.075947076343,,29.07221096471801,29.07606810077138,29.077322391980328,,0.9999463687309599,0.9999463687309599,0.9999463687309599,,Strongly Dominated (Baseline),Cost Saving,50785.39756122248
1.416,,4563.52074466403,3895.3374898460925,3959.03716755006,,29.07216598631938,29.076023122372746,29.077277413581694,,0.9999448923400414,0.9999448923400411,0.9999448923400412,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
1.454,,4580.4819651377475,3912.2987103198093,3975.998388023777,,29.072121007920746,29.075978143974112,29.077232435183063,,0.9999434159491226,0.9999434159491226,0.9999434159491226,,Strongly Dominated (Baseline),Cost Saving,50785.397561079
1.492,,4597.443185611464,3929.259930793527,3992.9596084974946,,29.072076029522115,29.075933165575485,29.07718745678443,,0.9999419395582041,0.9999419395582039,0.999941939558204,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
1.53,,4614.404406085181,3946.221151267244,4009.9208289712114,,29.07203105112348,29.075888187176854,29.0771424783858,,0.9999404631672854,0.9999404631672852,0.9999404631672854,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
1.5679999999999998,,4631.365626558899,3963.1823717409616,4026.8820494449283,,29.07198607272485,29.075843208778217,29.077097499987165,,0.9999389867763667,0.9999389867763666,0.9999389867763667,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
1.6059999999999999,,4648.326847032616,3980.1435922146784,4043.8432699186455,,29.071941094326217,29.07579823037959,29.077052521588534,,0.9999375103854482,0.999937510385448,0.9999375103854481,,Strongly Dominated (Baseline),Cost Saving,50785.39756136633
1.644,,4665.2880675063325,3997.104812688395,4060.804490392363,,29.071896115927586,29.075753251980956,29.0770075431899,,0.9999360339945295,0.9999360339945293,0.9999360339945295,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
1.682,,4682.249287980049,4014.066033162112,4077.7657108660796,,29.071851137528956,29.075708273582325,29.07696256479127,,0.9999345576036109,0.9999345576036108,0.9999345576036108,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
1.72,,4699.210508453767,4031.0272536358298,4094.7269313397974,,29.071806159130322,29.075663295183688,29.076917586392636,,0.9999330812126922,0.999933081212692,0.9999330812126922,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
1.758,,4716.171728927484,4047.9884741095466,4111.688151813514,,29.071761180731688,29.07561831678506,29.076872607994005,,0.9999316048217736,0.9999316048217735,0.9999316048217736,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
1.7959999999999998,,4733.132949401202,4064.949694583264,4128.649372287231,,29.071716202333054,29.075573338386427,29.07682762959537,,0.9999301284308548,0.9999301284308548,0.9999301284308549,,Strongly Dominated (Baseline),Cost Saving,50785.39756136633
1.8339999999999999,,4750.0941698749175,4081.9109150569802,4145.610592760949,,29.071671223934423,29.075528359987793,29.07678265119674,,0.9999286520399363,0.9999286520399362,0.9999286520399363,,Strongly Dominated (Baseline),Cost Saving,50785.397561223566
1.8719999999999999,,4767.055390348635,4098.872135530698,4162.571813234666,,29.071626245535793,29.07548338158916,29.076737672798107,,0.9999271756490176,0.9999271756490176,0.9999271756490176,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
1.91,,4784.016610822353,4115.833356004415,4179.533033708382,,29.071581267137162,29.075438403190528,29.076692694399476,,0.9999256992580989,0.9999256992580989,0.9999256992580989,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
1.948,,4800.977831296069,4132.7945764781325,4196.494254182099,,29.07153628873853,29.075393424791898,29.076647716000842,,0.9999242228671804,0.9999242228671804,0.9999242228671803,,Strongly Dominated (Baseline),Cost Saving,50785.397561365964
1.986,,4817.939051769787,4149.755796951849,4213.455474655817,,29.071491310339898,29.075348446393264,29.07660273760221,,0.9999227464762617,0.9999227464762617,0.9999227464762617,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.024,,4834.900272243503,4166.717017425566,4230.416695129534,,29.071446331941264,29.075303467994637,29.076557759203578,,0.9999212700853432,0.999921270085343,0.999921270085343,,Strongly Dominated (Baseline),Cost Saving,50785.39756151054
2.062,,4851.86149271722,4183.678237899283,4247.3779156032515,,29.071401353542633,29.075258489596,29.076512780804947,,0.9999197936944244,0.9999197936944244,0.9999197936944244,,Strongly Dominated (Baseline),Cost Saving,50785.397561223566
2.1,,4868.822713190938,4200.639458373,4264.339136076968,,29.071356375144,29.07521351119737,29.076467802406313,,0.9999183173035059,0.9999183173035058,0.9999183173035058,,Strongly Dominated (Baseline),Cost Saving,50785.39756136742
2.138,,4885.783933664655,4217.600678846717,4281.300356550685,,29.071311396745365,29.075168532798735,29.076422824007683,,0.9999168409125871,0.9999168409125871,0.9999168409125871,,Strongly Dominated (Baseline),Cost Saving,50785.397561223566
2.176,,4902.7451541383725,4234.561899320434,4298.261577024402,,29.071266418346735,29.075123554400104,29.07637784560905,,0.9999153645216685,0.9999153645216686,0.9999153645216685,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
2.214,,4919.706374612089,4251.523119794152,4315.22279749812,,29.0712214399481,29.07507857600147,29.076332867210418,,0.99991388813075,0.9999138881307498,0.9999138881307499,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.2520000000000002,,4936.667595085806,4268.484340267869,4332.1840179718365,,29.07117646154947,29.075033597602836,29.076287888811784,,0.9999124117398313,0.9999124117398313,0.9999124117398313,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.29,,4953.628815559524,4285.445560741586,4349.145238445553,,29.071131483150836,29.074988619204206,29.076242910413153,,0.9999109353489127,0.9999109353489126,0.9999109353489126,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.3280000000000003,,4970.590036033241,4302.4067812153025,4366.10645891927,,29.071086504752206,29.074943640805575,29.07619793201452,,0.999909458957994,0.999909458957994,0.999909458957994,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
2.366,,4987.5512565069575,4319.36800168902,4383.067679392988,,29.07104152635357,29.07489866240694,29.07615295361589,,0.9999079825670754,0.9999079825670754,0.9999079825670754,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.404,,5004.512476980675,4336.329222162738,4400.028899866705,,29.07099654795494,29.074853684008307,29.076107975217255,,0.9999065061761566,0.9999065061761566,0.9999065061761567,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
2.442,,5021.473697454392,4353.290442636455,4416.990120340422,,29.07095156955631,29.074808705609676,29.076062996818624,,0.9999050297852381,0.999905029785238,0.9999050297852381,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.48,,5038.434917928109,4370.251663110172,4433.951340814139,,29.070906591157677,29.074763727211046,29.07601801841999,,0.9999035533943195,0.9999035533943194,0.9999035533943195,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
2.5180000000000002,,5055.396138401826,4387.2128835838885,4450.912561287856,,29.070861612759042,29.074718748812412,29.07597304002136,,0.9999020770034007,0.9999020770034006,0.9999020770034008,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.556,,5072.3573588755435,4404.174104057606,4467.873781761573,,29.07081663436041,29.07467377041378,29.075928061622726,,0.9999006006124822,0.9999006006124821,0.9999006006124822,,Strongly Dominated (Baseline),Cost Saving,50785.397561365964
2.5940000000000003,,5089.318579349261,4421.135324531324,4484.835002235291,,29.07077165596178,29.074628792015147,29.075883083224095,,0.9998991242215635,0.9998991242215634,0.9998991242215636,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
2.632,,5106.279799822978,4438.096545005041,4501.796222709007,,29.070726677563147,29.074583813616517,29.07583810482546,,0.9998976478306449,0.9998976478306448,0.9998976478306449,,Strongly Dominated (Baseline),Cost Saving,50785.397561365964
2.67,,5123.241020296695,4455.057765478757,4518.757443182724,,29.070681699164517,29.074538835217883,29.07579312642683,,0.9998961714397263,0.9998961714397262,0.9998961714397262,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.708,,5140.202240770412,4472.018985952474,4535.718663656442,,29.070636720765883,29.074493856819252,29.075748148028197,,0.9998946950488077,0.9998946950488076,0.9998946950488076,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
2.746,,5157.1634612441285,4488.980206426191,4552.679884130159,,29.070591742367252,29.07444887842062,29.075703169629566,,0.999893218657889,0.9998932186578888,0.9998932186578889,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.7840000000000003,,5174.124681717846,4505.941426899909,4569.641104603876,,29.07054676396862,29.074403900021984,29.075658191230932,,0.9998917422669704,0.9998917422669703,0.9998917422669703,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
2.822,,5191.085902191563,4522.902647373626,4586.6023250775925,,29.070501785569988,29.074358921623354,29.0756132128323,,0.9998902658760518,0.9998902658760516,0.9998902658760517,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
2.8600000000000003,,5208.047122665281,4539.8638678473435,4603.56354555131,,29.070456807171354,29.074313943224723,29.075568234433668,,0.999888789485133,0.999888789485133,0.999888789485133,,Strongly Dominated (Baseline),Cost Saving,50785.397561365964
2.898,,5225.008343138997,4556.82508832106,4620.524766025028,,29.07041182877272,29.07426896482609,29.075523256035037,,0.9998873130942145,0.9998873130942143,0.9998873130942144,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.936,,5241.969563612714,4573.786308794777,4637.485986498745,,29.07036685037409,29.074223986427455,29.075478277636403,,0.9998858367032959,0.9998858367032958,0.9998858367032958,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
2.974,,5258.930784086431,4590.747529268494,4654.447206972462,,29.070321871975455,29.07417900802882,29.075433299237773,,0.9998843603123772,0.999884360312377,0.9998843603123772,,Strongly Dominated (Baseline),Cost Saving,50785.397561079
3.012,,5275.892004560148,4607.708749742211,4671.408427446178,,29.070276893576825,29.074134029630194,29.07538832083914,,0.9998828839214585,0.9998828839214584,0.9998828839214585,,Strongly Dominated (Baseline),Cost Saving,50785.39756136669
3.0500000000000003,,5292.853225033866,4624.6699702159285,4688.369647919895,,29.07023191517819,29.074089051231557,29.075343342440508,,0.9998814075305399,0.9998814075305398,0.9998814075305399,,Strongly Dominated (Baseline),Cost Saving,50785.39756107827
3.088,,5309.8144455075835,4641.631190689645,4705.330868393612,,29.07018693677956,29.074044072832926,29.075298364041874,,0.9998799311396213,0.9998799311396211,0.9998799311396213,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
3.126,,5326.7756659813,4658.592411163362,4722.29208886733,,29.070141958380926,29.073999094434296,29.075253385643244,,0.9998784547487025,0.9998784547487025,0.9998784547487026,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.164,,5343.736886455017,4675.55363163708,4739.253309341047,,29.070096979982296,29.073954116035665,29.07520840724461,,0.999876978357784,0.999876978357784,0.999876978357784,,Strongly Dominated (Baseline),Cost Saving,50785.397561365964
3.202,,5360.698106928734,4692.514852110797,4756.214529814764,,29.07005200158366,29.07390913763703,29.07516342884598,,0.9998755019668654,0.9998755019668653,0.9998755019668654,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.24,,5377.659327402451,4709.476072584514,4773.175750288481,,29.07000702318503,29.073864159238394,29.075118450447345,,0.9998740255759467,0.9998740255759466,0.9998740255759467,,Strongly Dominated (Baseline),Cost Saving,50785.39756107827
3.278,,5394.6205478761685,4726.437293058231,4790.136970762198,,29.069962044786397,29.073819180839767,29.075073472048715,,0.9998725491850281,0.999872549185028,0.9998725491850281,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
3.3160000000000003,,5411.581768349886,4743.398513531948,4807.098191235916,,29.069917066387767,29.073774202441133,29.07502849365008,,0.9998710727941095,0.9998710727941094,0.9998710727941095,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.354,,5428.542988823601,4760.359734005665,4824.059411709632,,29.069872087989136,29.073729224042502,29.07498351525145,,0.9998695964031908,0.9998695964031907,0.9998695964031907,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
3.392,,5445.504209297319,4777.320954479383,4841.020632183349,,29.069827109590502,29.073684245643868,29.074938536852816,,0.9998681200122722,0.9998681200122721,0.9998681200122721,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
3.43,,5462.465429771037,4794.2821749530995,4857.981852657067,,29.06978213119187,29.073639267245238,29.074893558454185,,0.9998666436213536,0.9998666436213535,0.9998666436213535,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.468,,5479.4266502447545,4811.243395426816,4874.943073130784,,29.069737152793238,29.073594288846603,29.07484858005555,,0.999865167230435,0.999865167230435,0.9998651672304348,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.5060000000000002,,5496.387870718472,4828.204615900533,4891.904293604501,,29.069692174394607,29.073549310447973,29.07480360165692,,0.9998636908395163,0.9998636908395161,0.9998636908395162,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.544,,5513.349091192187,4845.165836374251,4908.8655140782175,,29.069647195995973,29.07350433204934,29.074758623258287,,0.9998622144485977,0.9998622144485976,0.9998622144485976,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
3.5820000000000003,,5530.310311665904,4862.127056847968,4925.826734551935,,29.069602217597343,29.073459353650705,29.074713644859656,,0.999860738057679,0.9998607380576789,0.9998607380576789,,Strongly Dominated (Baseline),Cost Saving,50785.397561079
3.62,,5547.271532139623,4879.0882773216845,4942.787955025652,,29.06955723919871,29.073414375252074,29.074668666461022,,0.9998592616667603,0.9998592616667603,0.9998592616667603,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.658,,5564.2327526133395,4896.049497795401,4959.74917549937,,29.069512260800074,29.073369396853444,29.074623688062392,,0.9998577852758417,0.9998577852758417,0.9998577852758417,,Strongly Dominated (Baseline),Cost Saving,50785.397561223566
3.696,,5581.193973087057,4913.010718269119,4976.710395973087,,29.069467282401444,29.07332441845481,29.074578709663758,,0.999856308884923,0.9998563088849229,0.999856308884923,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.734,,5598.155193560773,4929.971938742836,4993.6716164468035,,29.06942230400281,29.073279440056176,29.074533731265127,,0.9998548324940044,0.9998548324940044,0.9998548324940044,,Strongly Dominated (Baseline),Cost Saving,50785.397561079
3.7720000000000002,,5615.11641403449,4946.933159216554,5010.632836920521,,29.06937732560418,29.073234461657545,29.074488752866493,,0.9998533561030858,0.9998533561030857,0.9998533561030858,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
3.81,,5632.077634508208,4963.89437969027,5027.594057394237,,29.069332347205545,29.073189483258915,29.074443774467863,,0.9998518797121672,0.999851879712167,0.9998518797121672,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
3.848,,5649.0388549819245,4980.855600163988,5044.555277867955,,29.069287368806915,29.07314450486028,29.07439879606923,,0.9998504033212485,0.9998504033212484,0.9998504033212485,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
3.886,,5666.000075455643,4997.816820637705,5061.516498341673,,29.06924239040828,29.073099526461647,29.0743538176706,,0.9998489269303299,0.9998489269303298,0.9998489269303299,,Strongly Dominated (Baseline),Cost Saving,50785.397561079
3.924,,5682.961295929359,5014.778041111422,5078.4777188153885,,29.06919741200965,29.073054548063013,29.074308839271964,,0.9998474505394113,0.9998474505394112,0.9998474505394113,,Strongly Dominated (Baseline),Cost Saving,50785.39756107827
3.962,,5699.922516403075,5031.739261585139,5095.438939289106,,29.069152433611016,29.073009569664386,29.074263860873334,,0.9998459741484926,0.9998459741484926,0.9998459741484926,,Strongly Dominated (Baseline),Cost Saving,50785.397561222846
4.0,,5716.883736876794,5048.700482058856,5112.400159762823,,29.069107455212386,29.07296459126575,29.0742188824747,,0.999844497757574,0.9998444977575738,0.999844497757574,,Strongly Dominated (Baseline),Cost Saving,50785.39756122212
