cOtotoxicity,Cost,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,QALY,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,LY,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,ICER ($/QALY),Categorical Risk Assessment,NSC,Enhanced Clinical Observation
312728.17000000004,,3974.1106717842863,3467.8500789803934,3584.2049310632196,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,92765.42102246072
320031.95999999996,,3988.317302847616,3476.358894026243,3590.8608893671694,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,91288.20685665791
327335.75,,4002.5239339109457,3484.867709072092,3597.5168476711187,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,89810.99269085511
334639.54000000004,,4016.7305649742757,3493.376524117942,3604.1728059750685,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,88333.77852505194
341943.32999999996,,4030.9371960376056,3501.8853391637917,3610.8287642790183,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,86856.56435924914
349247.12,,4045.1438271009356,3510.394154209641,3617.484722582968,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,85379.35019344669
356550.91000000003,,4059.350458164266,3518.9029692554905,3624.140680886918,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,83902.13602764388
363854.7,,4073.557089227596,3527.41178430134,3630.7966391908676,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,82424.92186184108
371158.49,,4087.763720290926,3535.920599347189,3637.4525974948174,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,80947.70769603863
378462.28,,4101.970351354255,3544.4294143930383,3644.1085557987667,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,79470.49353023584
385766.07,,4116.176982417586,3552.9382294388884,3650.764514102716,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,77993.2793644323
393069.86,,4130.383613480915,3561.447044484738,3657.420472406666,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,76516.0651986295
400373.65,,4144.590244544245,3569.955859530587,3664.0764307106156,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,75038.85103282705
407677.44,,4158.796875607576,3578.4646745764367,3670.7323890145653,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,73561.63686702424
414981.23,,4173.003506670906,3586.9734896222863,3677.388347318515,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,72084.42270122144
422285.02,,4187.210137734235,3595.482304668136,3684.044305622465,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,70607.20853541863
429588.81,,4201.416768797566,3603.9911197139854,3690.700263926414,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,69129.99436961547
436892.6,,4215.623399860895,3612.4999347598346,3697.356222230364,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,67652.78020381302
444196.39,,4229.830030924226,3621.0087498056846,3704.0121805343138,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,66175.56603800986
451500.18,,4244.036661987556,3629.5175648515337,3710.668138838263,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,64698.351872207044
458803.97,,4258.243293050885,3638.026379897383,3717.324097142213,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,63221.1377064046
466107.76,,4272.449924114215,3646.5351949432325,3723.9800554461626,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,61743.9235406018
473411.55,,4286.656555177546,3655.0440099890825,3730.6360137501124,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,60266.70937479863
480715.34,,4300.863186240876,3663.5528250349316,3737.291972054062,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,58789.49520899619
488019.13,,4315.069817304205,3672.0616400807808,3743.9479303580115,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,57312.28104319338
495322.92,,4329.276448367535,3680.570455126631,3750.6038886619613,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,55835.066877390214
502626.71,,4343.4830794308655,3689.07927017248,3757.259846965911,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,54357.852711587766
509930.5,,4357.6897104941945,3697.588085218329,3763.915805269861,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,52880.638545785325
517234.29,,4371.896341557525,3706.0969002641787,3770.57176357381,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,51403.424379982156
524538.0800000001,,4386.102972620855,3714.6057153100287,3777.22772187776,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,49926.21021417899
531841.87,,4400.309603684185,3723.114530355878,3783.8836801817097,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,48448.996048376546
539145.6599999999,,4414.516234747514,3731.6233454017283,3790.5396384856595,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,46971.781882573014
546449.45,,4428.722865810845,3740.132160447577,3797.195596789609,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,45494.56771677094
553753.24,,4442.929496874174,3748.640975493426,3803.851555093559,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,44017.35355096849
561057.03,,4457.136127937505,3757.149790539276,3810.5075133975083,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,42540.13938516496
568360.8200000001,,4471.342759000835,3765.6586055851253,3817.163471701458,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,41062.925219362514
575664.61,,4485.549390064165,3774.167420630975,3823.819430005408,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,39585.71105355971
582968.4,,4499.756021127495,3782.676235676825,3830.4753883093576,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,38108.49688775654
590272.19,,4513.962652190825,3791.185050722674,3837.131346613307,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,36631.282721953736
597575.98,,4528.169283254154,3799.6938657685228,3843.7873049172567,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,35154.06855615166
604879.77,,4542.375914317485,3808.2026808143733,3850.4432632212065,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,33676.854390348126
612183.56,,4556.582545380815,3816.7114958602224,3857.0992215251563,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,32199.64022454568
619487.35,,4570.789176444145,3825.2203109060715,3863.755179829106,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,30722.42605874324
626791.14,,4584.995807507474,3833.7291259519216,3870.411138133056,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,29245.21189294007
634094.9299999999,,4599.202438570805,3842.237940997771,3877.067096437005,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,27767.997727136903
641398.72,,4613.4090696341345,3850.7467560436203,3883.7230547409545,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,26290.783561334098
648702.51,,4627.6157006974645,3859.2555710894694,3890.3790130449042,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,24813.569395531653
656006.3,,4641.822331760794,3867.7643861353195,3897.034971348854,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,23336.355229728484
663310.0900000001,,4656.028962824124,3876.2732011811686,3903.690929652804,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,21859.14106392604
670613.88,,4670.235593887455,3884.782016227018,3910.3468879567536,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,20381.926898123234
677917.67,,4684.442224950784,3893.2908312728678,3917.0028462607033,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,18904.71273232043
685221.46,,4698.648856014114,3901.7996463187174,3923.6588045646527,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,17427.49856651726
692525.25,,4712.855487077444,3910.308461364567,3930.314762868603,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,15950.284400714818
699829.04,,4727.062118140774,3918.8172764104156,3936.970721172552,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,14473.070234912375
707132.83,,4741.268749204104,3927.326091456266,3943.6266794765015,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,12995.85606910848
714436.62,,4755.475380267434,3935.8349065021157,3950.2826377804513,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,11518.641903305675
721740.41,,4769.682011330764,3944.343721547965,3956.938596084401,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,10041.427737503232
729044.2,,4783.888642394094,3952.852536593815,3963.594554388351,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,8564.213571700064
736347.99,,4798.095273457424,3961.3613516396636,3970.2505126923,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,7086.999405897621
743651.78,,4812.301904520755,3969.870166685513,3976.90647099625,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,5609.785240094815
750955.57,,4826.508535584084,3978.3789817313627,3983.5624293001997,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,4132.571074292009
758259.36,,4840.715166647414,3986.8877967772123,3990.218387604149,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,2655.3569084888404
765563.15,,4854.921797710744,3995.396611823062,3996.874345908099,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Cost Saving,1178.1427426860348
772866.94,,4869.128428774074,4003.905426868911,4003.5303042120486,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
780170.73,,4883.335059837404,4012.4142419147606,4010.1862625159984,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
787474.52,,4897.541690900734,4020.9230569606098,4016.842220819948,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
794778.3099999999,,4911.7483219640635,4029.4318720064593,4023.498179123898,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
802082.1,,4925.954953027394,4037.940687052309,4030.1541374278477,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
809385.89,,4940.161584090723,4046.4495020981585,4036.810095731797,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
816689.68,,4954.368215154053,4054.9583171440086,4043.4660540357468,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
823993.47,,4968.574846217383,4063.4671321898577,4050.122012339696,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
831297.26,,4982.781477280714,4071.9759472357073,4056.777970643646,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
838601.05,,4996.988108344044,4080.4847622815564,4063.4339289475956,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
845904.84,,5011.194739407373,4088.993577327406,4070.0898872515454,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
853208.63,,5025.401370470703,4097.502392373255,4076.745845555495,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
860512.42,,5039.608001534034,4106.011207419106,4083.401803859445,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
867816.21,,5053.814632597364,4114.520022464954,4090.0577621633947,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
875120.0,,5068.021263660693,4123.028837510804,4096.713720467344,,29.072658381420194,29.076515517473563,29.07776980868251,,0.9999610549353611,0.9999610549353609,0.999961054935361,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
